consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran,key_resp_29.rt
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.6339,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.5838,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,481,481,481,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6144,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7338,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,482,482,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6232,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7608,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,483,483,483,1,compass.png,tree.png,bell.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6336,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7197,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,484,484,484,1,compass.png,tree.png,bell.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.6678,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6837,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,485,485,485,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6504,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6272,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,486,486,486,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6545,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6337,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,487,487,487,1,compass.png,tree.png,bell.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6005,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6339,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,488,488,488,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6531,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6174,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,489,489,489,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.6504,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7337,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,490,490,490,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.7338,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6898,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,491,491,491,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.6673,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.617,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,a,0,492,492,492,1,north.png,tree.png,planet.png,3,a,12.5711,0.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.6004,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6118,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,493,493,493,1,snorkel.png,tree.png,planet.png,1,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.6439,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6771,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,494,494,494,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.6082,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6337,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,495,495,495,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.7171,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7684,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,496,496,496,1,tophat.png,tree.png,bell.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.5833,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6001,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,497,497,497,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.6007,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.2836,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,498,498,498,1,snorkel.png,tree.png,bell.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6006,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7001,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,60984a1b0cce76d16c4ca781,001,2023-08-12_20h04.17.213,study6,2022.2.5,Win32,60.26637739,60984a1b0cce76d16c4ca781,64d6e2ce8cb7a97160018342,64d7c98f34910df59164c3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,499,499,499,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
