consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action.rt,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_34.rt,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.609,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.215,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,1.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.689,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.349,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.392,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.107,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.311,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,1.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.188,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,1.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.745,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,1,train.png,watch.png,trident.png,2,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,1.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.988,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,1,1.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.225,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,2.103,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.117,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.484,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,a,0,28,28,28,1,train.png,tree.png,planet.png,2,a,25.359,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,3.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.089,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.029,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,1,snorkel.png,tree.png,planet.png,1,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,2.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.129,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,31,1,snorkel.png,tree.png,planet.png,1,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.768,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,32,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.466,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5b2bcfb51835660001cc6751,001,2023-08-14_20h17.28.155,study6,2022.2.5,Win32,60.0240096,5b2bcfb51835660001cc6751,64da092c7a22c2da8d708e87,64da7da7dc3a03ad3a2a730e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.215,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
