consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,resp4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_25.keys,key_resp_25.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0114,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,447,447,447,1,houses.png,watch.png,trident.png,5,3.5014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.1169,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,448,448,448,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.8747,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,449,449,449,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.1307,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,450,450,450,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.0104,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,451,451,451,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,2.5143,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,452,452,452,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.4415,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,453,453,453,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,3.2618,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,454,454,454,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3.2406,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,455,455,455,1,train.png,tree.png,trident.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2.6614,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,456,456,456,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.8073,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,457,457,457,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.9583,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,458,458,458,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.1231,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,459,459,459,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.2769,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,460,460,460,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7407,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,461,461,461,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.5952,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,462,462,462,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8949,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,463,463,463,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.9901,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,464,464,464,1,north.png,bell.png,planet.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2.2241,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,465,465,465,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.8905,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,466,466,466,1,north.png,bell.png,planet.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.0982,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,467,467,467,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.91,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,468,468,468,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.2284,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,469,469,469,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0958,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,470,470,470,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.3744,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,471,471,471,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.1209,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,472,472,472,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.1249,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,473,473,473,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.9105,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,474,474,474,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.09,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,475,475,475,1,tophat.png,tree.png,planet.png,2,3.5653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.2286,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,476,476,476,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.193,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,477,477,477,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1.4833,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
